id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,link,strat_key,price,url,variants
21297,Women,Accessories,Eyewear,Sunglasses,Copper,Winter,2016,Casual,Celine Dion Women Copper Frame Sunglasses,http://assets.myntassets.com/v1/images/style/properties/fcbfe7b8163d15c03312462a7b27373b_images.jpg,Accessories-Eyewear-Sunglasses-Copper-Women-Casual,3300,Sunglasses/Celine-Dion/Celine-Dion-Women-Copper-Frame-Sunglasses/21297/buy,Size:Onesize
21307,Women,Accessories,Eyewear,Sunglasses,Cream,Winter,2016,Casual,Celine Dion Women Cream Frame Sunglasses,http://assets.myntassets.com/v1/images/style/properties/7a438905ef7ed7f5dd02b5e837085cd8_images.jpg,Accessories-Eyewear-Sunglasses-Cream-Women-Casual,3000,Sunglasses/Celine-Dion/Celine-Dion-Women-Cream-Frame-Sunglasses/21307/buy,Size:Onesize
28190,Men,Accessories,Eyewear,Sunglasses,Gold,Winter,2016,Casual,Ray-Ban Men Aviator Sunglasses,http://assets.myntassets.com/v1/images/style/properties/f2b257e33950426cf2703bccd52f0874_images.jpg,Accessories-Eyewear-Sunglasses-Gold-Men-Casual,3861,Sunglasses/Ray-Ban/Ray-Ban-Men-Aviator-Sunglasses/28190/buy,Size:Onesize
21333,Men,Accessories,Eyewear,Sunglasses,Gold,Winter,2016,Casual,Louis Philippe Men Gold Frame Sunglasses,http://assets.myntassets.com/v1/image/style/properties/21333/Louis-Philippe-Men-Gold-Frame-Sunglasses_1_dc67b912ce9f6b327b38c90054602dd4.jpg,Accessories-Eyewear-Sunglasses-Gold-Men-Casual,2590,Sunglasses/Louis-Philippe/Louis-Philippe-Men-Gold-Frame-Sunglasses/21333/buy,Size:Onesize
28186,Unisex,Accessories,Eyewear,Sunglasses,Gold,Winter,2016,Casual,Ray-Ban Unisex Aviator Gold Sunglasses,http://assets.myntassets.com/v1/images/style/properties/Ray-Ban-Men-Aviator-Gold-Sunglasses58611afc975277e6ca1995e88d75b2f0_images.jpg,Accessories-Eyewear-Sunglasses-Gold-Unisex-Casual,4941,Sunglasses/Ray-Ban/Ray-Ban-Unisex-Aviator-Gold-Sunglasses/28186/buy,Size:Onesize
51700,Unisex,Accessories,Eyewear,Sunglasses,Gold,Winter,2016,Casual,Van Heusen Unisex Brown Aviator Sunglasses VH217-C1,http://assets.myntassets.com/v1/images/style/properties/Van-Heusen-Unisex-Gold-Sunglasses_3ea341cc72c5353dfdd10cf49ff19e08_images.jpg,Accessories-Eyewear-Sunglasses-Gold-Unisex-Casual,1200,Sunglasses/Van-Heusen/Van-Heusen-Unisex-Brown-Aviator-Sunglasses-VH217-C1/51700/buy,Size:Onesize
38185,Women,Accessories,Eyewear,Sunglasses,Gold,Winter,2016,Casual,Miami Blues Women Sunglasses,http://assets.myntassets.com/v1/images/style/properties/b65ca87527291c284a2c7dd4bc8f5908_images.jpg,Accessories-Eyewear-Sunglasses-Gold-Women-Casual,1049,Sunglasses/Miami-Blues/Miami-Blues-Women-Sunglasses/38185/buy,Size:Onesize
21354,Women,Accessories,Eyewear,Sunglasses,Gold,Winter,2016,Casual,Van Heusen Women Casual Gold Frame Sunglasses,http://assets.myntassets.com/v1/images/style/properties/Van-Heusen-Women-Casual-Gold-Frame-Sunglasses5b94e59b0bc603c954321357e68bc463_images.jpg,Accessories-Eyewear-Sunglasses-Gold-Women-Casual,2100,Sunglasses/Van-Heusen/Van-Heusen-Women-Casual-Gold-Frame-Sunglasses/21354/buy,Size:Onesize
21326,Men,Accessories,Eyewear,Sunglasses,Green,Winter,2016,Casual,Louis Philippe Men Aviator Sunglasses LP201-C3,http://assets.myntassets.com/v1/images/style/properties/b9c22f4bfc7540cfdd59ec5bbbd34620_images.jpg,Accessories-Eyewear-Sunglasses-Green-Men-Casual,3375,Sunglasses/Louis-Philippe/Louis-Philippe-Men-Aviator-Sunglasses-LP201-C3/21326/buy,Size:Onesize
28348,Men,Accessories,Eyewear,Sunglasses,Green,Winter,2016,Casual,I Dee Men Sunglasses,http://assets.myntassets.com/v1/images/style/properties/I-DEE-Men-Sunglasses_4b8cbcb496a9b26d4efdda5cce4f9a70_images.jpg,Accessories-Eyewear-Sunglasses-Green-Men-Casual,1935,Sunglasses/I-DEE/I-Dee-Men-Sunglasses/28348/buy,Size:Onesize
9413,Unisex,Accessories,Eyewear,Sunglasses,Green,Winter,2016,Casual,Fastrack Unisex Campus Green Sunglasses,http://assets.myntassets.com/v1/images/style/properties/306800afcb8f713470e2eb722929fba5_images.jpg,Accessories-Eyewear-Sunglasses-Green-Unisex-Casual,1104,Sunglasses/Fastrack/Fastrack-Unisex-Campus-Green-Sunglasses/9413/buy,Size:Onesize
16874,Unisex,Accessories,Eyewear,Sunglasses,Green,Winter,2016,Casual,Idee Unisex Funky Eyewear Green Sunglasses,http://assets.myntassets.com/v1/images/style/properties/349f4bdbc2b57f6970525ca346c05993_images.jpg,Accessories-Eyewear-Sunglasses-Green-Unisex-Casual,2133,Sunglasses/I-DEE/Idee-Unisex-Funky-Eyewear-Green-Sunglasses/16874/buy,Size:Onesize
50202,Women,Accessories,Eyewear,Sunglasses,Green,Winter,2016,Casual,Stoln Women Green Sunglasses,http://assets.myntassets.com/v1/images/style/properties/d2acc783ebb1e3c5e19fc150966fb9f0_images.jpg,Accessories-Eyewear-Sunglasses-Green-Women-Casual,333,Sunglasses/Stoln/Stoln-Women-Green-Sunglasses/50202/buy,Size:Onesize
29129,Women,Accessories,Eyewear,Sunglasses,Green,Winter,2016,Casual,Vogue Women Green Sunglasses,http://assets.myntassets.com/v1/images/style/properties/7cb56f12932ed8cd3017635936b9faae_images.jpg,Accessories-Eyewear-Sunglasses-Green-Women-Casual,5625,Sunglasses/vogue/Vogue-Women-Green-Sunglasses/29129/buy,Size:Onesize
38192,Men,Accessories,Eyewear,Sunglasses,Grey,Winter,2016,Casual,Polaroid Men Sunglasses,http://assets.myntassets.com/v1/images/style/properties/948b7209e61e9495991ff015254f03a1_images.jpg,Accessories-Eyewear-Sunglasses-Grey-Men-Casual,2953,Sunglasses/Polaroid/Polaroid-Men-Sunglasses/38192/buy,Size:Onesize
28379,Men,Accessories,Eyewear,Sunglasses,Grey,Winter,2016,Casual,Idee Men Grey Sunglasses,http://assets.myntassets.com/v1/images/style/properties/56f8a0e89ddfc987c57a9b50e3786a5a_images.jpg,Accessories-Eyewear-Sunglasses-Grey-Men-Casual,1584,Sunglasses/I-DEE/Idee-Men-Grey-Sunglasses/28379/buy,Size:Onesize
51702,Unisex,Accessories,Eyewear,Sunglasses,Grey,Winter,2016,Casual,Van Heusen Unisex Sunglasses VH220-C3,http://assets.myntassets.com/v1/images/style/properties/Van-Heusen-Unisex-Purple-Sunglasses_4eb78c97f6d2c7aaba8127f54677e979_images.jpg,Accessories-Eyewear-Sunglasses-Grey-Unisex-Casual,1295,Sunglasses/Van-Heusen/Van-Heusen-Unisex-Sunglasses-VH220-C3/51702/buy,Size:Onesize
21283,Unisex,Accessories,Eyewear,Sunglasses,Grey,Winter,2016,Casual,Allen Solly Unisex Sunglasses,http://assets.myntassets.com/v1/image/style/properties/21283/Allen-Solly-Unisex-Sunglasses_1_15f59da154bd8814b71f451d41f879dc.jpg,Accessories-Eyewear-Sunglasses-Grey-Unisex-Casual,2590,Sunglasses/Allen-Solly/Allen-Solly-Unisex-Sunglasses/21283/buy,Size:Onesize
58545,Women,Accessories,Eyewear,Sunglasses,Grey,Winter,2016,Casual,Miami Blues Women Sunglasses,http://assets.myntassets.com/v1/images/style/properties/Miami-Blues-Women-Sunglasses_43bb2e056563df02cdcb06d910ab0cad_images.jpg,Accessories-Eyewear-Sunglasses-Grey-Women-Casual,1259,Sunglasses/Miami-Blues/Miami-Blues-Women-Sunglasses/58545/buy,Size:Onesize
29887,Women,Accessories,Eyewear,Sunglasses,Grey,Winter,2016,Casual,Mayhem Women Cat Eye Sunglasses 1016-104,http://assets.myntassets.com/v1/images/style/properties/bfef04bbb7f4dd2df4e404f471b47c56_images.jpg,Accessories-Eyewear-Sunglasses-Grey-Women-Casual,955,Sunglasses/Mayhem/Mayhem-Women-Cat-Eye-Sunglasses-1016-104/29887/buy,Size:ONESIZE
50231,Women,Accessories,Eyewear,Sunglasses,Lavender,Winter,2016,Casual,Stoln Women Lavender Sunglasses,http://assets.myntassets.com/v1/images/style/properties/53090acb6fb35ae115d4a63869bda5e7_images.jpg,Accessories-Eyewear-Sunglasses-Lavender-Women-Casual,333,Sunglasses/Stoln/Stoln-Women-Lavender-Sunglasses/50231/buy,Size:Onesize
21294,Women,Accessories,Eyewear,Sunglasses,Maroon,Winter,2016,Casual,Celine Dion Women Maroon Frame Sunglasses,http://assets.myntassets.com/v1/images/style/properties/d5fedd9eeb8890d1ce7dac0cc06221be_images.jpg,Accessories-Eyewear-Sunglasses-Maroon-Women-Casual,3000,Sunglasses/Celine-Dion/Celine-Dion-Women-Maroon-Frame-Sunglasses/21294/buy,Size:Onesize
16840,Women,Accessories,Eyewear,Sunglasses,Maroon,Winter,2016,Casual,Idee Women Funky Eyewear Maroon Sunglasses,http://assets.myntassets.com/v1/images/style/properties/977b348b1dc5200d6b7db96ad40d2d8f_images.jpg,Accessories-Eyewear-Sunglasses-Maroon-Women-Casual,1575,Sunglasses/I-DEE/Idee-Women-Funky-Eyewear-Maroon-Sunglasses/16840/buy,Size:Onesize
38313,Men,Accessories,Eyewear,Sunglasses,Metallic,Winter,2016,Casual,Idee Men Metallic Frame Sunglasses,http://assets.myntassets.com/v1/images/style/properties/2f45c77cf199beafdc0cf54c991c80a2_images.jpg,Accessories-Eyewear-Sunglasses-Metallic-Men-Casual,1755,Sunglasses/I-DEE/Idee-Men-Metallic-Frame-Sunglasses/38313/buy,Size:Onesize
28160,Men,Accessories,Eyewear,Sunglasses,Metallic,Winter,2016,Casual,Ray-Ban Men Aviator Metallic Sunglasses,http://assets.myntassets.com/v1/images/style/properties/bd085776c7270e323cb48caa1e9ea091_images.jpg,Accessories-Eyewear-Sunglasses-Metallic-Men-Casual,5391,Sunglasses/Ray-Ban/Ray-Ban-Men-Aviator-Metallic-Sunglasses/28160/buy,Size:Onesize
21295,Women,Accessories,Eyewear,Sunglasses,Metallic,Winter,2016,Casual,Celine Dion Women Metalic Frame Sunglasses,http://assets.myntassets.com/v1/images/style/properties/70d167517a6bbb292b25d93919581ac6_images.jpg,Accessories-Eyewear-Sunglasses-Metallic-Women-Casual,3600,Sunglasses/Celine-Dion/Celine-Dion-Women-Metalic-Frame-Sunglasses/21295/buy,Size:Onesize
21292,Women,Accessories,Eyewear,Sunglasses,Metallic,Winter,2016,Casual,Celine Dion Women Metalic Frame Sunglasses,http://assets.myntassets.com/v1/images/style/properties/80d5d90d958151ccd0d5741e97ae0876_images.jpg,Accessories-Eyewear-Sunglasses-Metallic-Women-Casual,2250,Sunglasses/Celine-Dion/Celine-Dion-Women-Metalic-Frame-Sunglasses/21292/buy,Size:Onesize
49671,Men,Accessories,Eyewear,Sunglasses,Navy Blue,Winter,2016,Casual,United Colors of Benetton Men Sunglass,http://assets.myntassets.com/v1/images/style/properties/0ac9fbc6b7150fe65c4edb4a64e2d829_images.jpg,Accessories-Eyewear-Sunglasses-Navy Blue-Men-Casual,2880,Sunglasses/United-Colors-of-Benetton/United-Colors-of-Benetton-Men-Sunglass/49671/buy,Size:Onesize
20858,Women,Accessories,Eyewear,Sunglasses,Olive,Winter,2016,Casual,United Colors of Benetton Women Casual Olive Sunglasses,http://assets.myntassets.com/v1/images/style/properties/043777d8c5e9176cf601a1456dc847df_images.jpg,Accessories-Eyewear-Sunglasses-Olive-Women-Casual,2249,Sunglasses/United-Colors-of-Benetton/United-Colors-of-Benetton-Women-Casual-Olive-Sunglasses/20858/buy,Size:Onesize
23702,Men,Accessories,Eyewear,Sunglasses,Orange,Winter,2016,Casual,Rayban Men Orange New Wayfarer Sunglasses,http://assets.myntassets.com/v1/images/style/properties/d3be335b5adf2bd7ebb17be7bb7eaeaf_images.jpg,Accessories-Eyewear-Sunglasses-Orange-Men-Casual,5481,Sunglasses/Ray-Ban/Rayban-Men-Orange-New-Wayfarer-Sunglasses/23702/buy,Size:Onesize
51278,Girls,Accessories,Eyewear,Sunglasses,Pink,Fall,2012,Casual,Hop Scotch Girls Pink Sunglasses,http://assets.myntassets.com/v1/images/style/properties/Hop-Scotch-Girls-Pink-Sunglass_22cc2b4feeb4a67cea79c9e911684a6a_images.jpg,Accessories-Eyewear-Sunglasses-Pink-Girls-Casual,375,Sunglasses/Hop-Scotch/Hop-Scotch-Girls-Pink-Sunglasses/51278/buy,Size:Onesize
51288,Girls,Accessories,Eyewear,Sunglasses,Pink,Fall,2012,Casual,Hop Scotch Girls Pink Sunglasses,http://assets.myntassets.com/v1/images/style/properties/Hop-Scotch-Girls-Pink-Sunglass_1bd479947ba4cb054c6c82e6d97dee07_images.jpg,Accessories-Eyewear-Sunglasses-Pink-Girls-Casual,375,Sunglasses/Hop-Scotch/Hop-Scotch-Girls-Pink-Sunglasses/51288/buy,Size:Onesize
28425,Men,Accessories,Eyewear,Sunglasses,Pink,Winter,2016,Casual,Idee Men Pink Sunglasses,http://assets.myntassets.com/v1/images/style/properties/d06ab7de35fed3ab3843b15bfff9bd59_images.jpg,Accessories-Eyewear-Sunglasses-Pink-Men-Casual,1431,Sunglasses/I-DEE/Idee-Men-Pink-Sunglasses/28425/buy,Size:Onesize
17211,Men,Accessories,Eyewear,Sunglasses,Pink,Winter,2016,Casual,United Colors of Benetton Men Funky Eyewear Pink Sunglasses,http://assets.myntassets.com/v1/images/style/properties/e2e476f55991f25488d0a87be37dbe49_images.jpg,Accessories-Eyewear-Sunglasses-Pink-Men-Casual,3465,Sunglasses/United-Colors-of-Benetton/United-Colors-of-Benetton-Men-Funky-Eyewear-Pink-Sunglasses/17211/buy,Size:Onesize
23752,Unisex,Accessories,Eyewear,Sunglasses,Pink,Winter,2016,Casual,Ray-Ban Unisex High Street Pink Sunglasses,http://assets.myntassets.com/v1/image/style/properties/23752/Ray-Ban-Men-High-Street-Pink-Sunglasses_1_028a633eea90736cd32fecbf4e7774e1.jpg,Accessories-Eyewear-Sunglasses-Pink-Unisex-Casual,6021,Sunglasses/Ray-Ban/Ray-Ban-Unisex-High-Street-Pink-Sunglasses/23752/buy,Size:Onesize
8635,Unisex,Accessories,Eyewear,Sunglasses,Pink,Winter,2016,Casual,Fastrack Unisex New Pink Sunglasses,http://assets.myntassets.com/v1/images/style/properties/06dd6983211ee78f357c7e0a0db2e98c_images.jpg,Accessories-Eyewear-Sunglasses-Pink-Unisex-Casual,1169,Sunglasses/Fastrack/Fastrack-Unisex-New-Pink-Sunglasses/8635/buy,Size:Onesize
16945,Women,Accessories,Eyewear,Sunglasses,Pink,Winter,2016,Casual,Image Women Classic Eyewear Pink Sunglasses,http://assets.myntassets.com/v1/images/style/properties/46684aa6264c85e3c4dc43247122d074_images.jpg,Accessories-Eyewear-Sunglasses-Pink-Women-Casual,1845,Sunglasses/Image/Image-Women-Classic-Eyewear-Pink-Sunglasses/16945/buy,Size:Onesize
8642,Women,Accessories,Eyewear,Sunglasses,Pink,Winter,2016,Casual,Fastrack Women Sunglasses P186PR2F,http://assets.myntassets.com/v1/image/style/properties/8642/Fastrack-Women-Gradient-Sunglasses-P186PR2F_1_ae6a2cc4cc1d39ed55dfc69e92aca4df.jpg,Accessories-Eyewear-Sunglasses-Pink-Women-Casual,1124,Sunglasses/Fastrack/Fastrack-Women-Sunglasses-P186PR2F/8642/buy,Size:ONESIZE
8619,Men,Accessories,Eyewear,Sunglasses,Purple,Winter,2016,Casual,Fastrack Men Beach Purple Sunglasses,http://assets.myntassets.com/v1/images/style/properties/Fastrack-Men-Beach-Purple-Sunglasses_18a6c1ec230ed2c7dc936071c337a449_images.jpg,Accessories-Eyewear-Sunglasses-Purple-Men-Casual,2224,Sunglasses/Fastrack/Fastrack-Men-Beach-Purple-Sunglasses/8619/buy,Size:ONESIZE
23754,Men,Accessories,Eyewear,Sunglasses,Purple,Winter,2016,Casual,Oakley Men Jupiter Purple Sunglasses,http://assets.myntassets.com/v1/images/style/properties/55415140d9d6f8c2b11998946d233c1d_images.jpg,Accessories-Eyewear-Sunglasses-Purple-Men-Casual,4941,Sunglasses/OAKLEY/Oakley-Men-Jupiter-Purple-Sunglasses/23754/buy,Size:Onesize
51704,Unisex,Accessories,Eyewear,Sunglasses,Purple,Winter,2016,Casual,Van Heusen Unisex Sunglasses VH220-C2,http://assets.myntassets.com/v1/images/style/properties/Van-Heusen-Unisex-Black-Sunglasses_02de22266950ab367b78ebd48a2ca2af_images.jpg,Accessories-Eyewear-Sunglasses-Purple-Unisex-Casual,1295,Sunglasses/Van-Heusen/Van-Heusen-Unisex-Sunglasses-VH220-C2/51704/buy,Size:Onesize
51719,Unisex,Accessories,Eyewear,Sunglasses,Purple,Winter,2016,Casual,Allen Solly Unisex Sunglasses AS234-C3,http://assets.myntassets.com/v1/images/style/properties/Allen-Solly-Unisex-Brown-Sunglass_c2ff9182cf6de34a7677291d2a234496_images.jpg,Accessories-Eyewear-Sunglasses-Purple-Unisex-Casual,1480,Sunglasses/Allen-Solly/Allen-Solly-Unisex-Sunglasses-AS234-C3/51719/buy,Size:Onesize
17594,Unisex,Accessories,Eyewear,Sunglasses,Purple,Summer,2017,Sports,Speedo Unisex Funky Eyewear Purple Sunglasses,http://assets.myntassets.com/v1/images/style/properties/Speedo-Unisex-Funky-Eyewear-Purple-Sunglassese71459507c6d22ec0843d161dc4102c1_images.jpg,Accessories-Eyewear-Sunglasses-Purple-Unisex-Sports,2920,Sunglasses/Speedo/Speedo-Unisex-Funky-Eyewear-Purple-Sunglasses/17594/buy,Size:Onesize
50211,Women,Accessories,Eyewear,Sunglasses,Purple,Winter,2016,Casual,Stoln Women Purple Sunglasses,http://assets.myntassets.com/v1/images/style/properties/8251389b2215751ad7e15948b7bb3053_images.jpg,Accessories-Eyewear-Sunglasses-Purple-Women-Casual,333,Sunglasses/Stoln/Stoln-Women-Purple-Sunglasses/50211/buy,Size:Onesize
21306,Women,Accessories,Eyewear,Sunglasses,Purple,Winter,2016,Casual,Celine Dion Women Purple Frame Sunglasses,http://assets.myntassets.com/v1/images/style/properties/592c4e000b3d1a3e5ceea2fb29615441_images.jpg,Accessories-Eyewear-Sunglasses-Purple-Women-Casual,2475,Sunglasses/Celine-Dion/Celine-Dion-Women-Purple-Frame-Sunglasses/21306/buy,Size:Onesize
28423,Men,Accessories,Eyewear,Sunglasses,Red,Winter,2016,Casual,Idee Men Red Sunglasses,http://assets.myntassets.com/v1/images/style/properties/f0b9783673c9e05d3b3ff7aa305a6108_images.jpg,Accessories-Eyewear-Sunglasses-Red-Men-Casual,1755,Sunglasses/I-DEE/Idee-Men-Red-Sunglasses/28423/buy,Size:Onesize
30566,Men,Accessories,Eyewear,Sunglasses,Red,Winter,2016,Casual,Opium Men Black Sunglasses,http://assets.myntassets.com/v1/images/style/properties/3d4a8bcb399ee9dd27472e3f439400ce_images.jpg,Accessories-Eyewear-Sunglasses-Red-Men-Casual,1876,Sunglasses/OPIUM/Opium-Men-Black-Sunglasses/30566/buy,Size:Onesize
23749,Unisex,Accessories,Eyewear,Sunglasses,Red,Winter,2016,Casual,Ray-Ban Unisex Active Lifestyle Sunglasses,http://assets.myntassets.com/v1/images/style/properties/Ray-Ban-Unisex-Active-Lifestyle-Sunglasses34935c8da18ff8be3aa6e53208bef324_images.jpg,Accessories-Eyewear-Sunglasses-Red-Unisex-Casual,6111,Sunglasses/Ray-Ban/Ray-Ban-Unisex-Active-Lifestyle-Sunglasses/23749/buy,Size:Onesize
16082,Women,Accessories,Eyewear,Sunglasses,Red,Winter,2016,Casual,Mayhem Women Gradient Sunglasses MAYS-9004-103,http://assets.myntassets.com/v1/images/style/properties/e68a5caf48acf69547ed1c51d225ea6a_images.jpg,Accessories-Eyewear-Sunglasses-Red-Women-Casual,1189,Sunglasses/Mayhem/Mayhem-Women-Gradient-Sunglasses-MAYS-9004-103/16082/buy,Size:ONESIZE
8696,Women,Accessories,Eyewear,Sunglasses,Red,Winter,2016,Casual,Fastrack Women Hip Hop Red Sunglasses,http://assets.myntassets.com/v1/images/style/properties/Fastrack-Women-Hip-Hop-Red-Sunglasses742e557d4278c8fee903109aea92898a_images.jpg,Accessories-Eyewear-Sunglasses-Red-Women-Casual,1169,Sunglasses/Fastrack/Fastrack-Women-Hip-Hop-Red-Sunglasses/8696/buy,Size:Onesize
51687,Men,Accessories,Eyewear,Sunglasses,Silver,Winter,2016,Casual,Louis Philippe Men Silver Sunglasses,http://assets.myntassets.com/v1/image/style/properties/51687/Louis-Philippe-Men-Silver-Sunglasses_1_a73c048dde44489f6313256736f80b94.jpg,Accessories-Eyewear-Sunglasses-Silver-Men-Casual,2590,Sunglasses/Louis-Philippe/Louis-Philippe-Men-Silver-Sunglasses/51687/buy,Size:Onesize
51672,Men,Accessories,Eyewear,Sunglasses,Silver,Winter,2016,Casual,Louis Philippe Men Maroon Sunglasses,http://assets.myntassets.com/v1/image/style/properties/51672/Louis-Philippe-Men-Maroon-Sunglasses_1_16bf084901e07baf30f1e77a6539fc37.jpg,Accessories-Eyewear-Sunglasses-Silver-Men-Casual,2590,Sunglasses/Louis-Philippe/Louis-Philippe-Men-Maroon-Sunglasses/51672/buy,Size:Onesize
51699,Unisex,Accessories,Eyewear,Sunglasses,Silver,Winter,2016,Casual,Van Heusen Unisex Blue Aviator Sunglasses VH217-C2,http://assets.myntassets.com/v1/images/style/properties/Van-Heusen-Unisex-Silver-Sunglasses_e112a935d7b77e8f61f2276847927b6a_images.jpg,Accessories-Eyewear-Sunglasses-Silver-Unisex-Casual,1200,Sunglasses/Van-Heusen/Van-Heusen-Unisex-Blue-Aviator-Sunglasses-VH217-C2/51699/buy,Size:Onesize
17607,Unisex,Accessories,Eyewear,Sunglasses,Silver,Winter,2016,Casual,Cat Unisex Classic Steal Sunglasses,http://assets.myntassets.com/v1/images/style/properties/e35c8d10a35efeec7ab366ff92ac0dd7_images.jpg,Accessories-Eyewear-Sunglasses-Silver-Unisex-Casual,1625,Sunglasses/CAT/Cat-Unisex-Classic-Steal-Sunglasses/17607/buy,Size:Onesize
38207,Women,Accessories,Eyewear,Sunglasses,Silver,Winter,2016,Casual,Polaroid Women Sunglasses,http://assets.myntassets.com/v1/images/style/properties/e3975931dc049b2fa468f55b788874a4_images.jpg,Accessories-Eyewear-Sunglasses-Silver-Women-Casual,2953,Sunglasses/Polaroid/Polaroid-Women-Sunglasses/38207/buy,Size:Onesize
38205,Women,Accessories,Eyewear,Sunglasses,Silver,Winter,2016,Casual,Polaroid Women Sunglasses,http://assets.myntassets.com/v1/images/style/properties/ece1b81dc8300c68ac9705670f0295cd_images.jpg,Accessories-Eyewear-Sunglasses-Silver-Women-Casual,2855,Sunglasses/Polaroid/Polaroid-Women-Sunglasses/38205/buy,Size:Onesize
23724,Men,Accessories,Eyewear,Sunglasses,Steel,Winter,2016,Casual,Ray-Ban Men High Street Steel Sunglasses,http://assets.myntassets.com/v1/images/style/properties/1aeb927374be613c02e77590cd0293c8_images.jpg,Accessories-Eyewear-Sunglasses-Steel-Men-Casual,5751,Sunglasses/Ray-Ban/Ray-Ban-Men-High-Street-Steel-Sunglasses/23724/buy,Size:Onesize
28189,Men,Accessories,Eyewear,Sunglasses,Steel,Winter,2016,Casual,Ray-Ban Men Aviator Steel Sunglasses,http://assets.myntassets.com/v1/images/style/properties/ee26cdde6aed740ab0efc994f41b5d40_images.jpg,Accessories-Eyewear-Sunglasses-Steel-Men-Casual,4671,Sunglasses/Ray-Ban/Ray-Ban-Men-Aviator-Steel-Sunglasses/28189/buy,Size:Onesize
23720,Unisex,Accessories,Eyewear,Sunglasses,Steel,Winter,2016,Casual,Ray-Ban Unisex Highstreet Sunglasses,http://assets.myntassets.com/v1/images/style/properties/Ray-Ban-Unisex-Highstreet-Sunglassesccacf8444cc3a5f9ce940c8b9640306f_images.jpg,Accessories-Eyewear-Sunglasses-Steel-Unisex-Casual,5751,Sunglasses/Ray-Ban/Ray-Ban-Unisex-Highstreet-Sunglasses/23720/buy,Size:Onesize
28426,Men,Accessories,Eyewear,Sunglasses,White,Winter,2016,Casual,Idee Men White Sunglasses,http://assets.myntassets.com/v1/images/style/properties/ecf48ba3ecc8cbd2c3bdb73a894d367c_images.jpg,Accessories-Eyewear-Sunglasses-White-Men-Casual,1431,Sunglasses/I-DEE/Idee-Men-White-Sunglasses/28426/buy,Size:Onesize
49670,Men,Accessories,Eyewear,Sunglasses,White,Winter,2016,Casual,United Colors of Benetton Men Sunglass,http://assets.myntassets.com/v1/images/style/properties/369cc9ace10931bfb8f988a3b7dbd2b0_images.jpg,Accessories-Eyewear-Sunglasses-White-Men-Casual,3465,Sunglasses/United-Colors-of-Benetton/United-Colors-of-Benetton-Men-Sunglass/49670/buy,Size:Onesize
17586,Unisex,Accessories,Eyewear,Sunglasses,White,Summer,2017,Sports,Speedo Unisex Funky Eyewear White Sunglasses,http://assets.myntassets.com/v1/images/style/properties/Speedo-Unisex-Funky-Eyewear-White-Sunglasses39a2dcd8c5f7d71c2357ab474a3da42b_images.jpg,Accessories-Eyewear-Sunglasses-White-Unisex-Sports,2100,Sunglasses/Speedo/Speedo-Unisex-Funky-Eyewear-White-Sunglasses/17586/buy,Size:Onesize
23774,Women,Accessories,Eyewear,Sunglasses,White,Winter,2016,Casual,Oakley Women White Correspondent Sunglasses,http://assets.myntassets.com/v1/images/style/properties/Oakley-Women-White-Correspondent-Sunglasses5d4dff883785e8e5a55f639933be0711_images.jpg,Accessories-Eyewear-Sunglasses-White-Women-Casual,6482,Sunglasses/OAKLEY/Oakley-Women-White-Correspondent-Sunglasses/23774/buy,Size:Onesize
28295,Women,Accessories,Eyewear,Sunglasses,White,Winter,2016,Casual,Fastrack Women White Sunglasses,http://assets.myntassets.com/v1/images/style/properties/Fastrack-Women-White-Sunglasses266723c6cc19d501b7644038409c305e_images.jpg,Accessories-Eyewear-Sunglasses-White-Women-Casual,649,Sunglasses/Fastrack/Fastrack-Women-White-Sunglasses/28295/buy,Size:Onesize
8646,Men,Accessories,Eyewear,Sunglasses,Yellow,Winter,2016,Casual,Fastrack Men Sports Sunglasses P148AM3,http://assets.myntassets.com/assets/images/8646/2016/6/17/11466146554269-Fastrack-Men-Sports-Sunglasses-P148AM3-91466146554088-1.jpg,Accessories-Eyewear-Sunglasses-Yellow-Men-Casual,1234,Sunglasses/Fastrack/Fastrack-Men-Sports-Sunglasses-P148AM3/8646/buy,Size:Onesize
40179,Men,Accessories,Eyewear,Sunglasses,Yellow,Winter,2016,Casual,Fastrack Men UV Protected Sporty Wrap Sunglasses,http://assets.myntassets.com/v1/images/style/properties/4d51804295b842a6b6b6f5d0e2915284_images.jpg,Accessories-Eyewear-Sunglasses-Yellow-Men-Casual,1234,Sunglasses/Fastrack/Fastrack-Men-UV-Protected-Sporty-Wrap-Sunglasses/40179/buy,Size:Onesize
19441,Men,Accessories,Gloves,Gloves,Black,Summer,2012,Casual,Quiksilver Men Casual Black Gloves,http://assets.myntassets.com/v1/images/style/properties/c131c9c303b69cdff1e3eb6e5eb47432_images.jpg,Accessories-Gloves-Gloves-Black-Men-Casual,815,Gloves/Quiksilver/Quiksilver-Men-Casual-Black-Gloves/19441/buy,Size:L;Size:M
19442,Men,Accessories,Gloves,Gloves,Black,Summer,2012,Casual,Quiksilver Men Black Octo Gloves,http://assets.myntassets.com/v1/images/style/properties/6884451b8d6838e14de7661c9b20cc6c_images.jpg,Accessories-Gloves-Gloves-Black-Men-Casual,815,Gloves/Quiksilver/Quiksilver-Men-Black-Octo-Gloves/19442/buy,Size:L;Size:M
